time_key,location_key,service_key,customer_key,serviceRevenue,serviceCount
202401,23,SVC018,CUST03446,1307478,3
202401,23,SVC017,CUST01460,200939,1
202401,23,SVC015,CUST02243,387240,3
202401,23,SVC013,CUST04349,2823032,4
202401,22,SVC025,CUST03704,647206,2
202401,22,SVC024,CUST01630,1418334,3
202401,22,SVC021,CUST04274,629758,2
202401,22,SVC015,CUST01451,175871,1
202401,26,SVC021,CUST01748,391673,1
202401,26,SVC021,CUST00071,257204,1
202401,26,SVC015,CUST02064,258919,1
202401,26,SVC013,CUST01272,2774286,3
202401,26,SVC008,CUST03689,1388068,4
202401,26,SVC006,CUST00904,529736,4
202401,26,SVC003,CUST00423,403847,1
202401,26,SVC001,CUST03260,487996,1
202401,25,SVC025,CUST03550,861176,2
202401,25,SVC020,CUST04353,1034008,4
202401,25,SVC013,CUST04702,5753385,3
202401,25,SVC013,CUST04477,2207158,2
202401,24,SVC024,CUST02336,811190,2
202401,24,SVC016,CUST03987,1014087,3
202401,24,SVC010,CUST04555,219588,2
202401,24,SVC008,CUST02589,422844,1
202401,29,SVC015,CUST02766,496084,1
202401,29,SVC015,CUST01387,604630,2
202401,29,SVC013,CUST01603,4827308,4
202401,29,SVC010,CUST02748,381199,1
202401,29,SVC010,CUST00403,1224144,3
202401,29,SVC004,CUST00882,1050288,3
202401,28,SVC025,CUST04362,164574,1
202401,28,SVC018,CUST03472,707067,3
202401,28,SVC014,CUST01224,363614,1
202401,28,SVC013,CUST01789,594344,2
202401,28,SVC006,CUST02422,332552,2
202401,27,SVC024,CUST01865,669660,2
202401,27,SVC013,CUST04285,386968,2
202401,27,SVC002,CUST02111,271870,1
202401,27,SVC002,CUST00881,443403,3
202401,27,SVC001,CUST04490,452935,1
202401,31,SVC020,CUST01012,254743,1
202401,31,SVC016,CUST00131,224296,2
202401,31,SVC011,CUST00860,668126,2
202401,31,SVC003,CUST02156,825742,2
202401,30,SVC023,CUST00690,421002,1
202401,30,SVC022,CUST03321,761492,4
202401,30,SVC020,CUST03367,1640704,4
202401,30,SVC012,CUST00041,1139825,1
202401,30,SVC009,CUST03463,1466304,3
202401,30,SVC008,CUST04286,121654,1
202401,30,SVC007,CUST00203,357502,2
202401,30,SVC006,CUST01132,418954,1
202401,30,SVC006,CUST01052,267003,1
202401,30,SVC004,CUST04535,1357683,3
202401,29,SVC025,CUST01952,1931932,4
202401,29,SVC022,CUST02206,336541,1
202401,33,SVC025,CUST01064,209884,1
202401,33,SVC023,CUST01459,477124,2
202401,33,SVC017,CUST00940,242128,1
202401,33,SVC015,CUST01370,545168,4
202401,33,SVC013,CUST04648,404798,1
202401,33,SVC007,CUST00082,289904,2
202401,33,SVC003,CUST03073,301278,1
202401,32,SVC025,CUST01303,917748,3
202401,32,SVC017,CUST01737,777148,4
202401,32,SVC017,CUST01550,252016,1
202401,32,SVC014,CUST00847,837492,2
202401,32,SVC011,CUST02538,696843,1
202401,32,SVC010,CUST03561,109338,1
202401,32,SVC009,CUST01178,916302,2
202401,32,SVC002,CUST03945,821166,3
202401,31,SVC022,CUST04810,736838,2
202401,36,SVC002,CUST03407,842788,2
202401,35,SVC025,CUST04261,971434,2
202401,35,SVC020,CUST01262,985088,2
202401,35,SVC019,CUST03793,472390,2
202401,35,SVC015,CUST04439,484820,1
202401,35,SVC013,CUST02802,4438155,3
202401,34,SVC023,CUST04218,1067060,4
202401,34,SVC019,CUST02792,720748,2
202401,34,SVC017,CUST04031,479655,3
202401,34,SVC014,CUST04070,1296204,3
202401,34,SVC013,CUST02968,1842028,4
202401,34,SVC011,CUST03759,888120,1
202401,34,SVC010,CUST04401,850380,2
202401,34,SVC009,CUST00883,376018,1
202401,34,SVC005,CUST01192,969320,2
202401,34,SVC002,CUST01423,258568,2
202401,37,SVC011,CUST01624,7206640,4
202401,37,SVC010,CUST00196,839442,2
202401,37,SVC006,CUST02868,304630,1
202401,37,SVC002,CUST03789,659408,2
202401,37,SVC001,CUST00245,415235,1
202401,36,SVC024,CUST03805,488278,2
202401,36,SVC024,CUST01448,497846,1
202401,36,SVC023,CUST03735,958650,2
202401,36,SVC023,CUST03235,325590,1
202401,36,SVC022,CUST02163,498642,1
202401,36,SVC021,CUST03448,197280,1
202401,36,SVC020,CUST02549,955806,2
202401,36,SVC014,CUST01752,427376,1
202401,36,SVC013,CUST03665,1984554,3
202401,36,SVC009,CUST04276,1364980,4
202401,36,SVC007,CUST04533,314558,2
202401,39,SVC012,CUST02522,549144,1
202401,39,SVC010,CUST03780,594236,2
202401,39,SVC010,CUST03596,490195,1
202401,39,SVC010,CUST03083,767206,2
202401,39,SVC008,CUST04457,910794,3
202401,39,SVC008,CUST02147,703886,2
202401,39,SVC005,CUST01923,464948,1
202401,39,SVC004,CUST03523,491707,1
202401,38,SVC021,CUST02085,423739,1
202401,38,SVC020,CUST03088,1512240,4
202401,38,SVC012,CUST04817,2429022,2
202401,38,SVC012,CUST01023,650496,1
202401,38,SVC001,CUST02144,1491148,4
202401,37,SVC022,CUST00183,1082504,4
202401,37,SVC017,CUST03565,1722564,4
202401,37,SVC012,CUST04189,2118852,2
202401,42,SVC004,CUST04199,763734,2
202401,41,SVC022,CUST02177,305547,1
202401,41,SVC018,CUST02713,462636,2
202401,41,SVC017,CUST01620,908136,3
202401,41,SVC014,CUST02376,490854,3
202401,41,SVC008,CUST04480,784088,2
202401,41,SVC008,CUST02929,263383,1
202401,41,SVC001,CUST04072,1193316,3
202401,41,SVC001,CUST02622,1126293,3
202401,40,SVC023,CUST00030,175942,1
202401,40,SVC021,CUST01477,683846,2
202401,40,SVC007,CUST01931,698812,4
202401,40,SVC002,CUST02522,375636,3
202401,39,SVC024,CUST02383,277072,2
202401,39,SVC022,CUST04268,1242513,3
202401,39,SVC016,CUST04891,985844,2
202401,44,SVC017,CUST03043,418396,1
202401,44,SVC016,CUST00533,1261392,3
202401,44,SVC014,CUST01388,342088,2
202401,44,SVC011,CUST03766,2331814,2
202401,44,SVC009,CUST04493,614296,2
202401,44,SVC006,CUST01888,278428,2
202401,44,SVC004,CUST03962,909174,2
202401,43,SVC021,CUST00569,267148,1
202401,43,SVC020,CUST02449,1234248,4
202401,43,SVC003,CUST03181,853371,3
202401,43,SVC001,CUST04223,254916,1
202401,42,SVC019,CUST00037,371346,2
202401,42,SVC013,CUST02256,1493404,2
202401,42,SVC013,CUST01376,1077104,2
202401,42,SVC010,CUST01736,204140,2
202401,42,SVC008,CUST04180,945886,2
202401,46,SVC018,CUST04726,416514,2
202401,46,SVC018,CUST04454,1374240,4
202401,46,SVC016,CUST04280,550416,2
202401,46,SVC013,CUST03944,7457248,4
202401,46,SVC013,CUST01477,2149632,2
202401,46,SVC007,CUST00654,779680,4
202401,46,SVC004,CUST02963,458967,3
202401,46,SVC003,CUST01148,1348554,3
202401,45,SVC021,CUST04015,719220,2
202401,45,SVC019,CUST04071,1426257,3
202401,45,SVC015,CUST04609,411885,3
202401,45,SVC012,CUST03386,1816014,3
202401,45,SVC004,CUST03515,764156,2
202401,44,SVC024,CUST03635,985404,3
202401,44,SVC020,CUST04722,1069404,3
202401,44,SVC018,CUST01318,481438,1
202401,48,SVC011,CUST00588,2525940,4
202401,48,SVC008,CUST04984,148543,1
202401,48,SVC006,CUST04905,231528,1
202401,47,SVC025,CUST04936,1188296,4
202401,47,SVC024,CUST04389,209225,1
202401,47,SVC019,CUST01046,457214,2
202401,47,SVC017,CUST04861,805404,2
202401,47,SVC016,CUST04567,243534,1
202401,47,SVC016,CUST03617,823408,2
202401,47,SVC013,CUST03004,2394508,2
202401,47,SVC004,CUST01751,239848,1
202401,47,SVC002,CUST00422,584292,3
202401,47,SVC001,CUST02343,393617,1
202401,46,SVC021,CUST04346,1321911,3
202401,46,SVC021,CUST01739,271094,1
202401,46,SVC021,CUST01397,391506,1
202401,50,SVC012,CUST01651,391019,1
202401,50,SVC007,CUST04903,978927,3
202401,50,SVC001,CUST03111,433049,1
202401,49,SVC025,CUST04880,206796,2
202401,49,SVC018,CUST03207,731214,3
202401,49,SVC016,CUST04916,368196,2
202401,49,SVC014,CUST01641,305315,1
202401,49,SVC014,CUST01061,1434465,3
202401,49,SVC014,CUST00151,606010,2
202401,49,SVC013,CUST01505,2254098,2
202401,49,SVC012,CUST01592,735350,2
202401,49,SVC005,CUST02195,360416,2
202401,49,SVC002,CUST04647,740109,3
202401,48,SVC023,CUST01983,648297,3
202401,48,SVC018,CUST02525,202984,2
202401,48,SVC015,CUST02992,256575,1
202401,53,SVC017,CUST03619,100353,1
202401,53,SVC011,CUST01160,1269192,4
202401,53,SVC008,CUST04524,430284,2
202401,53,SVC006,CUST04722,888764,2
202401,52,SVC015,CUST04736,690468,2
202401,52,SVC008,CUST03921,437019,3
202401,52,SVC005,CUST04943,1400316,4
202401,52,SVC002,CUST02221,1072674,3
202401,51,SVC024,CUST02794,890376,3
202401,51,SVC024,CUST02143,668120,2
202401,51,SVC022,CUST00308,341930,1
202401,51,SVC007,CUST03745,635091,3
202401,51,SVC005,CUST03565,296306,1
202401,50,SVC019,CUST00439,419037,3
202401,50,SVC014,CUST02527,259766,2
202401,50,SVC013,CUST01412,1551991,1
202401,55,SVC007,CUST03556,693882,3
202401,55,SVC001,CUST04129,985316,2
202401,54,SVC022,CUST01758,1467594,3
202401,54,SVC021,CUST04791,148866,1
202401,54,SVC020,CUST00098,740637,3
202401,54,SVC018,CUST02650,296671,1
202401,54,SVC015,CUST01060,840784,2
202401,54,SVC012,CUST04303,1060288,4
202401,54,SVC012,CUST03797,1003608,1
202401,54,SVC011,CUST02450,3614424,2
202401,54,SVC009,CUST04773,632892,2
202401,54,SVC009,CUST02462,943192,2
202401,54,SVC002,CUST00087,896444,4
202401,53,SVC024,CUST03194,154556,1
202401,53,SVC019,CUST00105,341237,1
202401,53,SVC018,CUST04471,422720,2
202401,57,SVC025,CUST01294,1123803,3
202401,57,SVC008,CUST04570,338032,1
202401,57,SVC008,CUST04035,374185,1
202401,57,SVC005,CUST02068,978180,2
202401,57,SVC002,CUST03869,481652,1
202401,57,SVC002,CUST02026,1625500,4
202401,57,SVC001,CUST00916,394692,1
202401,57,SVC001,CUST00529,650512,2
202401,56,SVC021,CUST01275,1707444,4
202401,56,SVC019,CUST00487,100857,1
202401,56,SVC013,CUST01330,675996,1
202401,56,SVC010,CUST01494,359991,1
202401,56,SVC004,CUST03415,187885,1
202401,55,SVC023,CUST03588,313654,1
202401,55,SVC021,CUST02046,530744,4
202401,55,SVC020,CUST00677,485147,1
202401,59,SVC023,CUST00679,592644,3
202401,59,SVC014,CUST03218,941850,2
202401,59,SVC014,CUST03201,408869,1
202401,59,SVC013,CUST04490,135812,1
202401,59,SVC012,CUST02712,2922180,2
202401,59,SVC009,CUST02749,671028,3
202401,59,SVC008,CUST04066,1537312,4
202401,59,SVC003,CUST03409,607041,3
202401,58,SVC025,CUST04942,459838,1
202401,58,SVC024,CUST01594,952158,3
202401,58,SVC022,CUST04209,221822,1
202401,58,SVC020,CUST01151,612750,2
202401,58,SVC018,CUST02059,396002,1
202401,58,SVC016,CUST04345,548782,2
202401,58,SVC008,CUST03734,297281,1
202401,58,SVC007,CUST02577,583834,2
202401,61,SVC025,CUST02206,317254,2
202401,61,SVC021,CUST03365,1443519,3
202401,61,SVC018,CUST02225,1280836,4
202401,61,SVC008,CUST01429,464707,1
202401,61,SVC007,CUST04379,174886,1
202401,61,SVC003,CUST00710,792423,3
202401,61,SVC001,CUST02074,303406,1
202401,60,SVC024,CUST03274,1259970,3
202401,60,SVC024,CUST01714,1530636,4
202401,60,SVC022,CUST00192,280788,1
202401,60,SVC010,CUST04369,300776,2
202401,60,SVC004,CUST03278,241559,1
202401,60,SVC001,CUST04399,742647,3
202401,59,SVC025,CUST03405,1923768,4
202401,59,SVC023,CUST04291,468524,2
202401,59,SVC023,CUST02692,363762,2
202401,64,SVC006,CUST03958,935074,2
202401,64,SVC002,CUST04754,434290,2
202401,64,SVC002,CUST01494,926850,2
202401,63,SVC024,CUST02490,332096,1
202401,63,SVC018,CUST02294,108026,1
202401,63,SVC016,CUST03385,757503,3
202401,63,SVC015,CUST01853,845994,3
202401,63,SVC007,CUST00052,486057,1
202401,62,SVC017,CUST01628,305906,2
202401,62,SVC009,CUST04702,691936,4
202401,62,SVC009,CUST00892,333962,1
202401,62,SVC008,CUST04338,1498782,3
202401,62,SVC008,CUST00165,242036,2
202401,62,SVC003,CUST04326,212953,1
202401,62,SVC003,CUST03765,821792,2
202401,62,SVC002,CUST01188,254679,1
202401,66,SVC006,CUST00125,169328,1
202401,66,SVC005,CUST03090,280176,1
202401,66,SVC002,CUST03124,1004676,3
202401,66,SVC001,CUST02892,232107,1
202401,65,SVC023,CUST00652,906648,3
202401,65,SVC020,CUST01291,462578,2
202401,65,SVC019,CUST02501,1915140,4
202401,65,SVC016,CUST02234,696084,3
202401,65,SVC011,CUST04846,5688438,3
202401,65,SVC006,CUST01091,296550,2
202401,64,SVC025,CUST00135,643098,3
202401,64,SVC021,CUST00563,155716,1
202401,64,SVC014,CUST01577,293997,1
202401,64,SVC010,CUST02464,431219,1
202401,64,SVC009,CUST04036,328366,2
202401,64,SVC007,CUST03688,182542,1
202401,67,SVC013,CUST02039,3255778,2
202401,67,SVC007,CUST04987,934494,3
202401,67,SVC006,CUST03896,678246,2
202401,67,SVC005,CUST02839,675933,3
202401,67,SVC005,CUST02147,1429524,3
202401,67,SVC005,CUST01784,455889,1
202401,67,SVC003,CUST02833,1943324,4
202401,66,SVC024,CUST03986,301826,2
202401,66,SVC022,CUST04907,1061024,4
202401,66,SVC022,CUST00231,211739,1
202401,66,SVC021,CUST04967,1145871,3
202401,66,SVC018,CUST03684,217740,2
202401,66,SVC014,CUST00601,313068,2
202401,66,SVC010,CUST04064,533318,2
202401,66,SVC007,CUST02696,215457,1
202401,66,SVC007,CUST02462,1178787,3
202401,69,SVC001,CUST02619,903132,3
202401,69,SVC001,CUST02258,315228,2
202401,68,SVC017,CUST02280,696522,2
202401,68,SVC010,CUST03817,729628,4
202401,68,SVC006,CUST00980,411708,1
202401,68,SVC005,CUST03180,204916,2
202401,68,SVC003,CUST02018,432260,2
202401,68,SVC002,CUST03265,770050,2
202401,68,SVC001,CUST00350,439268,2
202401,67,SVC024,CUST03859,380445,3
202401,67,SVC023,CUST04218,513694,2
202401,67,SVC022,CUST04147,570813,3
202401,67,SVC022,CUST02199,941936,2
202401,67,SVC017,CUST04589,296592,1
202401,67,SVC016,CUST04793,1769028,4
202401,67,SVC015,CUST04888,198832,1
202401,71,SVC018,CUST00096,488751,1
202401,71,SVC007,CUST04635,384707,1
202401,71,SVC005,CUST00591,744694,2
202401,71,SVC004,CUST04828,981360,2
202401,70,SVC024,CUST03134,496167,3
202401,70,SVC022,CUST02566,642170,2
202401,70,SVC021,CUST04126,1259588,4
202401,70,SVC017,CUST00962,286137,1
202401,70,SVC015,CUST03966,388587,1
202401,70,SVC012,CUST03019,975687,3
202401,70,SVC003,CUST02048,900080,2
202401,69,SVC024,CUST04871,516748,2
202401,69,SVC022,CUST03672,533378,2
202401,69,SVC021,CUST02279,368230,1
202401,69,SVC006,CUST03586,679896,2
202401,69,SVC002,CUST02664,312197,1
202401,73,SVC004,CUST01705,1793472,4
202401,73,SVC003,CUST03606,281234,2
202401,73,SVC003,CUST00169,200781,1
202401,72,SVC023,CUST02616,479437,1
202401,72,SVC019,CUST00774,821232,2
202401,72,SVC012,CUST04879,2587084,2
202401,72,SVC012,CUST04266,1492546,1
202401,72,SVC009,CUST00370,757564,2
202401,72,SVC007,CUST02439,838032,3
202401,72,SVC007,CUST02090,378084,1
202401,72,SVC006,CUST01717,937122,2
202401,72,SVC004,CUST03576,531870,2
202401,72,SVC001,CUST02653,146527,1
202401,71,SVC024,CUST02107,925610,2
202401,71,SVC019,CUST00277,1185075,3
202401,71,SVC018,CUST01379,799292,2
202401,74,SVC019,CUST01971,644562,2
202401,74,SVC017,CUST00873,934848,3
202401,74,SVC016,CUST03654,457064,2
202401,74,SVC013,CUST01492,805071,3
202401,74,SVC012,CUST00817,1414032,1
202401,74,SVC006,CUST01545,713676,3
202401,74,SVC005,CUST04895,912040,2
202401,74,SVC004,CUST01998,499466,1
202401,74,SVC001,CUST04187,1154828,4
202401,73,SVC023,CUST02170,496296,1
202401,73,SVC022,CUST02086,373578,1
202401,73,SVC020,CUST02267,1129386,3
202401,73,SVC019,CUST03745,408980,2
202401,73,SVC017,CUST01892,143336,1
202401,73,SVC009,CUST00762,397168,1
202401,73,SVC008,CUST01100,451782,2
202401,76,SVC010,CUST02533,140063,1
202401,76,SVC004,CUST04117,511636,4
202401,76,SVC004,CUST00417,196437,1
202401,75,SVC025,CUST02835,324224,2
202401,75,SVC022,CUST00451,355421,1
202401,75,SVC021,CUST04983,449568,3
202401,75,SVC017,CUST01582,690346,2
202401,75,SVC016,CUST02799,919808,2
202401,75,SVC015,CUST02463,604218,2
202401,75,SVC012,CUST00997,1656882,1
202401,75,SVC012,CUST00392,2744596,4
202401,75,SVC010,CUST00555,495103,1
202401,75,SVC008,CUST00548,121170,1
202401,75,SVC006,CUST02714,706766,2
202401,74,SVC024,CUST04985,244986,1
202401,74,SVC020,CUST00177,612392,2
202401,78,SVC011,CUST01406,2392812,2
202401,78,SVC010,CUST00104,485600,1
202401,78,SVC009,CUST00729,659010,2
202401,78,SVC003,CUST02044,400440,2
202401,77,SVC024,CUST02929,436324,4
202401,77,SVC022,CUST04289,926517,3
202401,77,SVC021,CUST03472,472013,1
202401,77,SVC020,CUST04350,828452,2
202401,77,SVC015,CUST03456,498304,2
202401,77,SVC015,CUST01666,402819,1
202401,77,SVC013,CUST01521,979382,1
202401,77,SVC011,CUST02088,3913956,2
202401,77,SVC010,CUST02502,545616,4
202401,77,SVC001,CUST02013,1667988,4
202401,76,SVC024,CUST00151,1026453,3
202401,76,SVC010,CUST03606,897212,4
202401,80,SVC008,CUST02413,278002,2
202401,80,SVC006,CUST02482,215492,1
202401,80,SVC003,CUST00087,1803588,4
202401,80,SVC001,CUST01039,919534,2
202401,79,SVC016,CUST01180,417321,1
202401,79,SVC015,CUST00493,867972,2
202401,79,SVC010,CUST04215,566088,2
202401,79,SVC009,CUST00800,206806,2
202401,79,SVC007,CUST02798,299354,2
202401,79,SVC005,CUST00440,356040,2
202401,79,SVC004,CUST00132,703014,2
202401,79,SVC001,CUST01342,251639,1
202401,78,SVC020,CUST04994,176952,1
202401,78,SVC015,CUST01962,780570,2
202401,78,SVC013,CUST03052,2445724,2
202401,78,SVC012,CUST03870,5667651,3
202401,81,SVC016,CUST01892,494343,3
202401,81,SVC011,CUST03199,5513952,3
202401,81,SVC010,CUST01420,714738,2
202401,81,SVC003,CUST01031,866142,2
202401,81,SVC001,CUST01836,1294329,3
202401,81,SVC001,CUST01139,379004,2
202401,80,SVC021,CUST00142,934230,2
202401,80,SVC020,CUST04024,355851,1
202401,80,SVC020,CUST03312,200846,1
202401,80,SVC019,CUST03573,807957,3
202401,80,SVC017,CUST00229,262874,2
202401,80,SVC016,CUST02493,1094544,3
202401,80,SVC013,CUST03034,451576,2
202401,80,SVC010,CUST04902,293747,1
202401,80,SVC009,CUST00178,474950,2
202401,80,SVC008,CUST04499,1546824,4
202401,84,SVC006,CUST00291,773343,3
202401,83,SVC025,CUST00214,1098819,3
202401,83,SVC021,CUST04731,837946,2
202401,83,SVC018,CUST01163,1497477,3
202401,83,SVC014,CUST03639,239168,2
202401,83,SVC013,CUST04323,815400,1
202401,83,SVC009,CUST02942,315290,2
202401,83,SVC005,CUST03112,759186,2
202401,82,SVC024,CUST04214,139735,1
202401,82,SVC022,CUST03874,1070304,3
202401,82,SVC018,CUST02568,496940,1
202401,82,SVC013,CUST00647,445884,1
202401,81,SVC021,CUST01773,146684,1
202401,81,SVC021,CUST00254,147279,1
202401,81,SVC019,CUST03593,1244712,3
202401,81,SVC017,CUST03449,419580,3
202401,85,SVC017,CUST04781,496284,2
202401,85,SVC013,CUST03731,1158680,2
202401,85,SVC013,CUST01051,1420178,1
202401,85,SVC007,CUST02448,605114,2
202401,85,SVC006,CUST04031,478313,1
202401,85,SVC001,CUST03191,1500104,4
202401,85,SVC001,CUST01279,352329,3
202401,85,SVC001,CUST00182,1609320,4
202401,84,SVC019,CUST03592,351606,1
202401,84,SVC017,CUST03605,213969,1
202401,84,SVC017,CUST02853,707356,4
202401,84,SVC015,CUST00968,308752,1
202401,84,SVC014,CUST02510,1627184,4
202401,84,SVC014,CUST00793,470643,3
202401,84,SVC013,CUST04054,908962,1
202401,84,SVC010,CUST03712,960015,3
202401,87,SVC013,CUST03438,1205509,1
202401,87,SVC011,CUST01930,1044857,1
202401,87,SVC010,CUST03298,218350,1
202401,87,SVC007,CUST02697,430305,1
202401,87,SVC006,CUST03379,480218,2
202401,87,SVC005,CUST01625,606642,3
202401,87,SVC001,CUST02355,232336,2
202401,86,SVC025,CUST03380,656710,2
202401,86,SVC025,CUST01495,795390,2
202401,86,SVC007,CUST02892,324199,1
202401,86,SVC004,CUST04146,524738,2
202401,85,SVC025,CUST02495,774860,2
202401,85,SVC020,CUST03497,807444,2
202401,85,SVC018,CUST03097,902256,2
202401,85,SVC018,CUST02575,603546,2
202401,85,SVC018,CUST00616,386654,2
202401,89,SVC019,CUST00313,551532,2
202401,89,SVC015,CUST01413,353158,2
202401,89,SVC009,CUST03790,733890,2
202401,89,SVC008,CUST01173,1420647,3
202401,89,SVC006,CUST04737,309046,1
202401,89,SVC005,CUST02534,236294,2
202401,88,SVC023,CUST04818,398896,2
202401,88,SVC022,CUST01708,1586224,4
202401,88,SVC020,CUST01739,306608,1
202401,88,SVC013,CUST02390,1373355,1
202401,88,SVC005,CUST01437,541758,2
202401,88,SVC001,CUST02022,269676,2
202401,87,SVC022,CUST01887,1161645,3
202401,87,SVC020,CUST00558,1977420,4
202401,87,SVC017,CUST04040,441668,1
202401,87,SVC014,CUST04341,284320,2
202401,91,SVC006,CUST02402,1288407,3
202401,91,SVC005,CUST03104,197907,1
202401,90,SVC023,CUST01336,152967,1
202401,90,SVC018,CUST00215,1471737,3
202401,90,SVC016,CUST03300,1621100,4
202401,90,SVC015,CUST04099,392946,2
202401,90,SVC011,CUST02792,1610904,3
202401,90,SVC006,CUST02187,249743,1
202401,90,SVC004,CUST01388,344890,1
202401,90,SVC004,CUST00957,373494,3
202401,90,SVC004,CUST00775,132834,1
202401,90,SVC001,CUST00806,206598,2
202401,89,SVC025,CUST04124,327180,3
202401,89,SVC025,CUST02173,1467640,4
202401,89,SVC024,CUST04513,821908,2
202401,89,SVC023,CUST03524,817392,2
202401,93,SVC009,CUST01662,993350,2
202401,93,SVC001,CUST04924,1494177,3
202401,92,SVC022,CUST04455,301871,1
202401,92,SVC019,CUST00948,1520956,4
202401,92,SVC018,CUST03903,841758,2
202401,92,SVC017,CUST03547,1259361,3
202401,92,SVC006,CUST00701,1434348,4
202401,92,SVC005,CUST03358,517850,2
202401,92,SVC002,CUST03275,341331,3
202401,92,SVC001,CUST03326,1024560,4
202401,91,SVC019,CUST03318,501280,2
202401,91,SVC018,CUST02931,838250,2
202401,91,SVC018,CUST01416,253703,1
202401,91,SVC015,CUST04834,373597,1
202401,91,SVC012,CUST00619,1580168,1
202401,91,SVC009,CUST02291,250972,2
202401,95,SVC003,CUST00665,666360,2
202401,95,SVC001,CUST00517,368438,2
202401,94,SVC025,CUST04582,508178,2
202401,94,SVC024,CUST04664,343396,2
202401,94,SVC018,CUST02799,834624,2
202401,94,SVC009,CUST02324,1035615,3
202401,94,SVC009,CUST00674,658888,2
202401,94,SVC005,CUST03953,1729400,4
202401,94,SVC005,CUST01497,975896,4
202401,94,SVC002,CUST01230,236832,1
202401,93,SVC023,CUST00459,853318,2
202401,93,SVC020,CUST01408,366100,2
202401,93,SVC017,CUST02086,617691,3
202401,93,SVC016,CUST02109,485638,2
202401,93,SVC014,CUST04782,409106,1
202401,93,SVC012,CUST02411,1595412,2
202401,96,SVC020,CUST01101,650614,2
202401,96,SVC019,CUST03192,202634,1
202401,96,SVC019,CUST03081,769934,2
202401,96,SVC011,CUST04773,824835,1
202401,96,SVC010,CUST02023,301167,1
202401,96,SVC005,CUST04060,400318,2
202401,96,SVC004,CUST04744,406830,3
202401,95,SVC025,CUST01744,1643120,4
202401,95,SVC022,CUST01152,1098488,4
202401,95,SVC017,CUST02415,521784,2
202401,95,SVC014,CUST00878,415022,1
202401,95,SVC013,CUST03389,4800105,3
202401,95,SVC004,CUST04222,339803,1
202401,95,SVC004,CUST01396,409717,1
202401,95,SVC003,CUST01818,652140,2
202401,95,SVC003,CUST01178,884100,2
