time_key,location_key,room_key,customer_key,roomRevenue,roomBookingCount,avgRating
202401,25,8,CUST02772,20000000,2,4.6
202401,25,8,CUST01576,40000000,4,3.16
202401,25,7,CUST04649,30000000,3,4.39
202401,25,3,CUST04958,20000000,2,4.37
202401,25,3,CUST02102,40000000,4,4.16
202401,25,3,CUST00693,10000000,1,2.6
202401,25,2,CUST02182,30000000,3,3.4
202401,24,4,CUST01029,20000000,2,3.12
202401,28,8,CUST02390,30000000,3,3.74
202401,28,6,CUST01318,30000000,3,3.48
202401,28,2,CUST03931,20000000,2,3.53
202401,28,2,CUST00808,30000000,3,3.5
202401,28,2,CUST00347,30000000,3,2.91
202401,27,12,CUST01511,20000000,2,3.71
202401,27,10,CUST02681,30000000,3,4.68
202401,27,10,CUST01883,40000000,4,4.25
202401,27,6,CUST03636,20000000,2,3.08
202401,27,5,CUST01593,30000000,3,4.64
202401,27,3,CUST01688,20000000,2,2.69
202401,27,2,CUST03968,20000000,2,3.12
202401,27,2,CUST00270,30000000,3,4.62
202401,26,14,CUST02680,30000000,3,2.94
202401,26,13,CUST02532,30000000,3,4.58
202401,26,10,CUST04182,20000000,2,4.05
202401,30,14,CUST01267,50000000,5,2.97
202401,30,13,CUST02006,10000000,1,3.06
202401,30,9,CUST04886,20000000,2,2.79
202401,30,7,CUST02284,30000000,3,3.41
202401,30,1,CUST01009,10000000,1,2.93
202401,29,13,CUST02899,30000000,3,3.77
202401,29,12,CUST02083,30000000,3,3.82
202401,29,10,CUST03624,30000000,3,3.81
202401,29,6,CUST03105,40000000,4,2.77
202401,29,4,CUST04062,30000000,3,3.61
202401,29,3,CUST02545,10000000,1,2.83
202401,28,15,CUST04129,10000000,1,4.39
202401,28,14,CUST03559,20000000,2,2.64
202401,28,9,CUST04484,20000000,2,2.66
202401,28,9,CUST03893,20000000,2,3.92
202401,28,9,CUST03079,10000000,1,2.97
202401,33,14,CUST03846,20000000,2,3.05
202401,33,12,CUST04832,10000000,1,3.2
202401,33,12,CUST03973,10000000,1,2.77
202401,33,10,CUST03003,50000000,5,4.35
202401,33,5,CUST02347,10000000,1,3.92
202401,32,13,CUST01903,30000000,3,4.15
202401,32,10,CUST01059,20000000,2,3.21
202401,32,8,CUST04028,10000000,1,4.92
202401,32,7,CUST03023,20000000,2,2.5
202401,32,6,CUST00696,20000000,2,3.79
202401,32,5,CUST04603,10000000,1,4.14
202401,32,3,CUST02932,30000000,3,4.69
202401,32,2,CUST01302,10000000,1,4.46
202401,31,8,CUST04720,10000000,1,4.19
202401,31,1,CUST03320,30000000,3,4.7
202401,31,1,CUST01953,30000000,3,3.65
202401,36,1,CUST00073,40000000,4,4.33
202401,35,15,CUST04920,10000000,1,2.58
202401,35,14,CUST02143,20000000,2,2.62
202401,35,12,CUST01825,20000000,2,3.49
202401,35,11,CUST00134,40000000,4,4.31
202401,35,8,CUST00398,40000000,4,4.56
202401,35,4,CUST04181,10000000,1,3.2
202401,35,4,CUST03453,20000000,2,2.73
202401,35,4,CUST00280,20000000,2,4.7
202401,35,3,CUST03053,40000000,4,3.32
202401,35,2,CUST02977,10000000,1,2.63
202401,34,14,CUST02836,10000000,1,3.68
202401,34,10,CUST04891,20000000,2,3.17
202401,34,8,CUST00933,40000000,4,4.31
202401,34,5,CUST01667,10000000,1,2.51
202401,34,2,CUST01436,20000000,2,2.54
202401,38,7,CUST01320,20000000,2,3.36
202401,38,5,CUST00561,40000000,4,3.48
202401,38,4,CUST00492,10000000,1,2.94
202401,38,3,CUST02057,50000000,5,3.03
202401,37,15,CUST04638,20000000,2,4.83
202401,37,9,CUST00114,20000000,2,4.16
202401,37,7,CUST03276,10000000,1,4.98
202401,37,6,CUST01142,50000000,5,3.71
202401,37,5,CUST01396,10000000,1,2.64
202401,37,4,CUST02695,30000000,3,2.75
202401,37,2,CUST03086,50000000,5,2.62
202401,36,10,CUST00416,40000000,4,3.05
202401,36,9,CUST04036,30000000,3,4.96
202401,36,8,CUST03480,40000000,4,4.78
202401,36,4,CUST03044,10000000,1,3.63
202401,36,2,CUST00626,40000000,4,4.0
202401,40,14,CUST02712,20000000,2,3.84
202401,40,13,CUST03654,20000000,2,4.66
202401,40,10,CUST03339,30000000,3,4.53
202401,40,8,CUST03178,40000000,4,4.66
202401,40,7,CUST04878,50000000,5,4.66
202401,40,7,CUST04821,20000000,2,4.46
202401,40,5,CUST02467,30000000,3,4.89
202401,39,15,CUST02805,30000000,3,3.93
202401,39,10,CUST00557,20000000,2,4.89
202401,39,7,CUST03708,20000000,2,3.8
202401,39,6,CUST00607,10000000,1,4.63
202401,39,3,CUST00085,30000000,3,3.83
202401,39,2,CUST01071,40000000,4,4.62
202401,38,15,CUST03550,20000000,2,4.08
202401,38,11,CUST03578,20000000,2,4.79
202401,38,8,CUST01261,50000000,5,2.59
202401,43,3,CUST01393,10000000,1,2.7
202401,43,3,CUST00562,40000000,4,2.51
202401,42,15,CUST00767,30000000,3,3.73
202401,42,14,CUST04367,50000000,5,3.32
202401,42,6,CUST04082,20000000,2,4.1
202401,42,5,CUST01801,50000000,5,4.14
202401,42,5,CUST00262,20000000,2,3.63
202401,42,4,CUST01794,20000000,2,3.54
202401,41,13,CUST02398,30000000,3,4.84
202401,41,13,CUST02376,40000000,4,4.34
202401,41,11,CUST02040,40000000,4,4.51
202401,41,10,CUST00802,10000000,1,4.13
202401,41,7,CUST03727,20000000,2,4.26
202401,41,7,CUST00015,20000000,2,4.5
202401,41,3,CUST00647,50000000,5,4.46
202401,40,15,CUST03262,20000000,2,3.75
202401,44,13,CUST01539,10000000,1,3.14
202401,44,10,CUST04840,30000000,3,3.06
202401,44,9,CUST00786,30000000,3,4.62
202401,44,8,CUST03433,30000000,3,4.08
202401,44,7,CUST00083,10000000,1,3.8
202401,44,5,CUST04904,30000000,3,3.68
202401,44,5,CUST02622,20000000,2,2.91
202401,44,5,CUST02371,30000000,3,3.74
202401,44,4,CUST03953,40000000,4,3.06
202401,44,3,CUST03904,10000000,1,4.54
202401,44,3,CUST01957,30000000,3,3.07
202401,44,2,CUST00138,50000000,5,3.31
202401,43,15,CUST01955,30000000,3,4.39
202401,43,5,CUST04642,20000000,2,4.94
202401,43,4,CUST03976,20000000,2,4.93
202401,43,3,CUST04152,10000000,1,4.3
202401,46,10,CUST04525,20000000,2,2.56
202401,46,10,CUST04056,30000000,3,3.15
202401,46,9,CUST03415,40000000,4,4.31
202401,46,8,CUST00494,10000000,1,4.79
202401,46,8,CUST00350,20000000,2,3.51
202401,46,7,CUST00293,20000000,2,4.66
202401,46,2,CUST03806,20000000,2,2.99
202401,45,13,CUST03933,10000000,1,4.36
202401,45,12,CUST02387,20000000,2,3.4
202401,45,11,CUST02673,40000000,4,4.82
202401,45,10,CUST01532,40000000,4,3.9
202401,45,7,CUST00414,20000000,2,3.78
202401,45,5,CUST04543,20000000,2,4.42
202401,45,4,CUST03393,50000000,5,4.71
202401,44,15,CUST03328,30000000,3,3.59
202401,44,15,CUST02533,40000000,4,3.84
202401,48,1,CUST04400,40000000,4,4.57
202401,47,15,CUST03791,30000000,3,4.83
202401,47,15,CUST00803,50000000,5,4.31
202401,47,14,CUST01456,10000000,1,2.73
202401,47,12,CUST00461,10000000,1,4.56
202401,47,6,CUST03177,20000000,2,3.24
202401,47,5,CUST02809,40000000,4,4.34
202401,47,4,CUST04619,50000000,5,3.07
202401,47,1,CUST03303,10000000,1,4.69
202401,47,1,CUST00410,20000000,2,4.9
202401,46,13,CUST02304,20000000,2,4.17
202401,46,13,CUST00741,30000000,3,4.12
202401,46,12,CUST04065,10000000,1,3.12
202401,46,11,CUST03780,30000000,3,2.64
202401,46,11,CUST00522,10000000,1,4.41
202401,46,10,CUST04537,10000000,1,2.54
202401,50,9,CUST00248,10000000,1,4.24
202401,50,3,CUST02651,20000000,2,3.77
202401,49,15,CUST00872,40000000,4,2.53
202401,49,13,CUST03407,30000000,3,4.2
202401,49,11,CUST03625,50000000,5,3.58
202401,49,5,CUST01636,20000000,2,4.37
202401,49,4,CUST01507,10000000,1,4.79
202401,49,3,CUST00753,10000000,1,3.35
202401,49,1,CUST03046,10000000,1,4.6
202401,49,1,CUST00632,30000000,3,2.52
202401,48,15,CUST01440,20000000,2,4.12
202401,48,15,CUST01234,20000000,2,4.05
202401,48,11,CUST01904,20000000,2,4.16
202401,48,9,CUST01289,10000000,1,3.92
202401,48,6,CUST01791,40000000,4,3.26
202401,48,5,CUST04188,30000000,3,3.94
202401,52,1,CUST04118,20000000,2,3.42
202401,51,14,CUST02155,30000000,3,4.07
202401,51,13,CUST03723,20000000,2,3.67
202401,51,13,CUST00555,20000000,2,2.88
202401,51,13,CUST00552,30000000,3,2.72
202401,51,12,CUST00080,30000000,3,4.54
202401,51,10,CUST02675,50000000,5,4.07
202401,51,6,CUST03984,30000000,3,3.94
202401,51,2,CUST04948,20000000,2,3.08
202401,51,2,CUST00739,50000000,5,3.69
202401,50,15,CUST01588,30000000,3,4.1
202401,50,13,CUST02321,50000000,5,3.94
202401,50,12,CUST00572,20000000,2,3.88
202401,50,10,CUST04977,40000000,4,3.07
202401,50,9,CUST04224,50000000,5,4.24
202401,50,9,CUST01631,20000000,2,4.64
202401,54,9,CUST04390,30000000,3,2.93
202401,54,8,CUST04104,20000000,2,4.71
202401,54,7,CUST03229,30000000,3,2.63
202401,54,3,CUST02272,40000000,4,2.81
202401,54,3,CUST01930,20000000,2,4.08
202401,53,15,CUST02582,30000000,3,2.61
202401,53,13,CUST02913,10000000,1,4.1
202401,53,8,CUST03757,30000000,3,4.57
202401,53,7,CUST03471,30000000,3,2.55
202401,53,5,CUST00518,20000000,2,4.23
202401,53,3,CUST00737,10000000,1,3.44
202401,53,2,CUST02594,20000000,2,4.41
202401,52,14,CUST00671,10000000,1,4.25
202401,52,7,CUST01778,10000000,1,4.91
202401,52,6,CUST03826,50000000,5,3.3
202401,52,4,CUST02447,20000000,2,4.43
202401,57,4,CUST02286,20000000,2,4.04
202401,56,9,CUST02761,20000000,2,3.48
202401,56,6,CUST01829,20000000,2,2.53
202401,56,5,CUST02839,10000000,1,4.84
202401,56,5,CUST01464,50000000,5,2.89
202401,55,15,CUST04011,40000000,4,3.56
202401,55,15,CUST01808,30000000,3,3.53
202401,55,15,CUST01469,30000000,3,4.49
202401,55,15,CUST00693,30000000,3,2.51
202401,55,13,CUST02763,40000000,4,3.58
202401,55,11,CUST03001,40000000,4,3.55
202401,55,4,CUST01033,10000000,1,3.8
202401,55,2,CUST04295,40000000,4,3.66
202401,54,15,CUST03973,20000000,2,3.18
202401,54,12,CUST04339,20000000,2,3.68
202401,54,10,CUST04736,50000000,5,3.07
202401,58,8,CUST02127,40000000,4,3.31
202401,58,5,CUST02090,30000000,3,4.97
202401,58,4,CUST03201,30000000,3,4.45
202401,58,3,CUST03773,40000000,4,3.16
202401,58,2,CUST02069,10000000,1,3.13
202401,58,1,CUST00993,20000000,2,2.81
202401,57,14,CUST00574,10000000,1,4.82
202401,57,14,CUST00085,10000000,1,3.05
202401,57,13,CUST01023,20000000,2,3.89
202401,57,12,CUST02623,50000000,5,3.45
202401,57,10,CUST03205,30000000,3,2.86
202401,57,8,CUST00281,10000000,1,3.8
202401,57,7,CUST03861,10000000,1,4.88
202401,57,6,CUST02916,30000000,3,3.85
202401,57,4,CUST04124,50000000,5,3.13
202401,57,4,CUST03303,30000000,3,3.74
202401,60,3,CUST03027,40000000,4,3.51
202401,60,2,CUST04748,20000000,2,4.02
202401,59,15,CUST03543,30000000,3,4.33
202401,59,13,CUST03075,20000000,2,2.61
202401,59,12,CUST04372,30000000,3,3.47
202401,59,12,CUST01903,30000000,3,3.35
202401,59,12,CUST01366,30000000,3,3.29
202401,59,11,CUST02021,50000000,5,3.14
202401,59,10,CUST01975,40000000,4,4.02
202401,59,8,CUST01570,10000000,1,4.39
202401,59,6,CUST02456,20000000,2,2.56
202401,59,4,CUST01609,40000000,4,4.79
202401,58,14,CUST04984,30000000,3,3.9
202401,58,11,CUST00808,30000000,3,3.42
202401,58,9,CUST02342,30000000,3,3.81
202401,58,8,CUST04559,30000000,3,4.97
202401,62,4,CUST03365,40000000,4,2.96
202401,62,1,CUST02781,40000000,4,2.88
202401,61,13,CUST03316,30000000,3,4.76
202401,61,12,CUST03532,20000000,2,2.95
202401,61,10,CUST01247,30000000,3,3.97
202401,61,6,CUST01471,20000000,2,3.12
202401,61,3,CUST03281,40000000,4,4.24
202401,61,2,CUST02208,40000000,4,3.95
202401,61,2,CUST00626,40000000,4,3.03
202401,60,15,CUST04095,30000000,3,4.74
202401,60,15,CUST00802,30000000,3,4.23
202401,60,13,CUST03641,10000000,1,3.87
202401,60,13,CUST02385,50000000,5,2.95
202401,60,9,CUST03613,20000000,2,2.61
202401,60,9,CUST00892,50000000,5,4.11
202401,60,7,CUST00875,40000000,4,3.24
202401,64,13,CUST01613,20000000,2,3.51
202401,64,13,CUST01080,20000000,2,2.67
202401,64,12,CUST03836,50000000,5,4.22
202401,64,8,CUST01964,30000000,3,4.6
202401,64,6,CUST03953,30000000,3,4.12
202401,64,6,CUST03780,20000000,2,4.1
202401,64,5,CUST03900,30000000,3,3.06
202401,64,5,CUST01221,20000000,2,3.64
202401,64,4,CUST01874,30000000,3,4.2
202401,63,14,CUST03815,40000000,4,4.83
202401,63,11,CUST04663,20000000,2,4.51
202401,63,3,CUST04175,20000000,2,3.9
202401,63,2,CUST03798,20000000,2,4.67
202401,62,11,CUST03170,10000000,1,2.96
202401,62,7,CUST04342,40000000,4,3.65
202401,62,6,CUST02914,20000000,2,2.7
202401,66,12,CUST04961,20000000,2,4.22
202401,66,9,CUST00793,30000000,3,4.86
202401,66,7,CUST03845,50000000,5,4.57
202401,66,2,CUST00775,50000000,5,4.28
202401,65,15,CUST04027,10000000,1,4.65
202401,65,15,CUST00213,20000000,2,4.44
202401,65,14,CUST02718,10000000,1,3.89
202401,65,14,CUST01547,20000000,2,3.89
202401,65,12,CUST03823,40000000,4,4.62
202401,65,11,CUST03451,30000000,3,2.61
202401,65,6,CUST02600,20000000,2,4.32
202401,65,3,CUST04714,40000000,4,4.29
202401,65,3,CUST02025,30000000,3,4.67
202401,65,2,CUST00566,30000000,3,3.91
202401,64,14,CUST03096,50000000,5,4.83
202401,64,14,CUST02878,30000000,3,4.0
202401,68,15,CUST02826,40000000,4,3.58
202401,68,13,CUST00597,40000000,4,4.24
202401,68,13,CUST00569,30000000,3,2.77
202401,68,12,CUST03214,30000000,3,3.29
202401,68,10,CUST03838,50000000,5,4.46
202401,68,8,CUST01179,20000000,2,4.8
202401,68,8,CUST00377,20000000,2,2.68
202401,68,6,CUST00887,30000000,3,3.55
202401,67,15,CUST04167,20000000,2,3.68
202401,67,13,CUST00124,10000000,1,2.59
202401,67,8,CUST00684,30000000,3,4.53
202401,67,5,CUST00006,30000000,3,3.1
202401,67,3,CUST02069,10000000,1,4.69
202401,67,1,CUST01203,50000000,5,3.65
202401,66,13,CUST04827,20000000,2,2.9
202401,66,13,CUST03444,20000000,2,4.26
202401,70,13,CUST03112,30000000,3,4.13
202401,70,9,CUST00668,40000000,4,4.16
202401,70,6,CUST03767,40000000,4,3.49
202401,70,6,CUST02550,30000000,3,2.82
202401,70,5,CUST04670,50000000,5,3.14
202401,70,5,CUST00146,40000000,4,2.97
202401,70,4,CUST02393,20000000,2,3.32
202401,70,4,CUST01579,10000000,1,2.78
202401,69,14,CUST02467,30000000,3,3.89
202401,69,6,CUST02765,50000000,5,4.56
202401,69,5,CUST03193,20000000,2,4.62
202401,69,5,CUST02772,40000000,4,3.62
202401,69,2,CUST02628,20000000,2,4.49
202401,69,1,CUST03976,50000000,5,2.97
202401,69,1,CUST00902,30000000,3,3.89
202401,68,15,CUST02972,20000000,2,2.9
202401,73,6,CUST02132,50000000,5,4.59
202401,72,13,CUST04145,20000000,2,3.89
202401,72,8,CUST01843,30000000,3,4.23
202401,72,7,CUST00194,30000000,3,3.27
202401,72,4,CUST03721,30000000,3,3.33
202401,72,4,CUST00847,10000000,1,2.61
202401,71,14,CUST02084,20000000,2,4.55
202401,71,11,CUST02134,40000000,4,4.73
202401,71,9,CUST04168,30000000,3,3.26
202401,71,9,CUST03447,30000000,3,2.98
202401,71,9,CUST02905,10000000,1,3.7
202401,71,8,CUST02339,20000000,2,4.26
202401,71,7,CUST03385,10000000,1,4.41
202401,71,4,CUST03203,10000000,1,4.4
202401,71,3,CUST04128,30000000,3,3.91
202401,70,14,CUST00169,30000000,3,3.62
202401,75,14,CUST04041,40000000,4,4.23
202401,75,8,CUST03054,20000000,2,4.24
202401,75,7,CUST01387,30000000,3,4.36
202401,75,5,CUST04355,10000000,1,3.33
202401,75,4,CUST02419,40000000,4,4.72
202401,75,4,CUST00440,20000000,2,4.74
202401,75,1,CUST01177,40000000,4,4.55
202401,74,13,CUST01086,20000000,2,4.06
202401,74,9,CUST04119,50000000,5,3.74
202401,74,7,CUST03785,30000000,3,2.78
202401,74,5,CUST03324,10000000,1,3.02
202401,73,15,CUST04647,40000000,4,4.62
202401,73,15,CUST03688,10000000,1,2.52
202401,73,12,CUST01519,30000000,3,3.19
202401,73,12,CUST01212,20000000,2,4.79
202401,73,8,CUST02625,10000000,1,4.74
202401,78,9,CUST02550,40000000,4,4.21
202401,78,9,CUST02145,20000000,2,3.01
202401,78,8,CUST00744,40000000,4,4.8
202401,78,6,CUST02955,10000000,1,2.68
202401,77,15,CUST04436,20000000,2,4.74
202401,77,14,CUST02136,40000000,4,3.01
202401,77,6,CUST03562,20000000,2,3.9
202401,77,4,CUST00047,50000000,5,2.82
202401,77,3,CUST04576,30000000,3,3.09
202401,77,3,CUST00280,30000000,3,3.65
202401,77,1,CUST03756,50000000,5,4.03
202401,76,10,CUST00289,50000000,5,2.61
202401,76,4,CUST03398,30000000,3,4.02
202401,76,3,CUST00326,20000000,2,3.95
202401,76,2,CUST03520,30000000,3,3.49
202401,76,1,CUST04841,20000000,2,4.29
202401,80,3,CUST03227,40000000,4,3.04
202401,79,14,CUST02574,20000000,2,4.16
202401,79,13,CUST02661,10000000,1,4.03
202401,79,10,CUST04112,50000000,5,3.71
202401,79,10,CUST04063,40000000,4,4.45
202401,79,9,CUST00958,40000000,4,2.55
202401,79,7,CUST00658,20000000,2,4.4
202401,79,5,CUST00519,20000000,2,3.86
202401,79,1,CUST04329,30000000,3,2.76
202401,78,15,CUST00840,20000000,2,3.47
202401,78,14,CUST03981,50000000,5,3.94
202401,78,14,CUST02709,30000000,3,3.7
202401,78,12,CUST03697,50000000,5,4.03
202401,78,11,CUST03728,20000000,2,2.74
202401,78,11,CUST00893,50000000,5,3.0
202401,78,10,CUST01794,20000000,2,2.81
202401,83,2,CUST01899,30000000,3,2.68
202401,83,1,CUST04881,10000000,1,3.31
202401,82,12,CUST03424,20000000,2,4.78
202401,82,11,CUST01655,20000000,2,3.42
202401,82,8,CUST00486,40000000,4,4.65
202401,82,3,CUST02321,20000000,2,2.64
202401,82,2,CUST03404,40000000,4,4.83
202401,82,2,CUST00325,30000000,3,2.93
202401,81,7,CUST04725,30000000,3,4.43
202401,81,5,CUST00327,20000000,2,3.66
202401,81,3,CUST04266,30000000,3,2.54
202401,81,2,CUST04740,10000000,1,4.86
202401,81,1,CUST00869,50000000,5,4.95
202401,80,15,CUST04934,40000000,4,3.65
202401,80,14,CUST00429,20000000,2,2.79
202401,80,9,CUST00545,20000000,2,3.27
202401,85,8,CUST03516,30000000,3,3.87
202401,85,8,CUST00995,20000000,2,4.97
202401,85,7,CUST04703,40000000,4,4.14
202401,85,6,CUST01196,30000000,3,3.88
202401,85,5,CUST01201,20000000,2,3.72
202401,85,4,CUST00042,30000000,3,3.51
202401,85,2,CUST01255,40000000,4,4.61
202401,84,14,CUST02057,20000000,2,3.74
202401,84,13,CUST00862,10000000,1,3.16
202401,84,7,CUST00091,20000000,2,3.77
202401,84,5,CUST00942,30000000,3,2.79
202401,84,4,CUST00955,30000000,3,2.61
202401,83,15,CUST02579,10000000,1,3.19
202401,83,13,CUST00654,50000000,5,4.03
202401,83,12,CUST01022,10000000,1,3.12
202401,83,6,CUST00208,30000000,3,3.44
202401,87,5,CUST03496,30000000,3,4.8
202401,87,5,CUST03304,20000000,2,4.97
202401,87,3,CUST00075,40000000,4,3.04
202401,86,14,CUST00690,30000000,3,3.67
202401,86,13,CUST00721,20000000,2,3.33
202401,86,11,CUST03464,30000000,3,3.59
202401,86,11,CUST02433,40000000,4,4.09
202401,86,4,CUST03137,30000000,3,4.11
202401,86,3,CUST03241,10000000,1,3.89
202401,86,2,CUST02338,10000000,1,4.78
202401,86,2,CUST01288,20000000,2,3.44
202401,86,1,CUST04966,20000000,2,3.5
202401,85,14,CUST01176,40000000,4,3.63
202401,85,14,CUST01093,50000000,5,4.93
202401,85,12,CUST01572,30000000,3,2.62
202401,85,9,CUST03688,40000000,4,4.62
202401,89,1,CUST01429,10000000,1,4.57
202401,88,14,CUST03896,10000000,1,2.94
202401,88,12,CUST02050,20000000,2,2.86
202401,88,12,CUST01117,20000000,2,2.67
202401,88,11,CUST02841,20000000,2,4.04
202401,88,9,CUST01869,40000000,4,4.3
202401,88,3,CUST04622,10000000,1,2.94
202401,88,2,CUST00894,40000000,4,4.81
202401,88,1,CUST03641,30000000,3,4.33
202401,87,14,CUST04675,20000000,2,4.85
202401,87,11,CUST01940,30000000,3,3.99
202401,87,10,CUST02664,20000000,2,3.5
202401,87,9,CUST02706,20000000,2,3.92
